name,path,caption
DM_V1_121,/art/The_Drawing_Machine/Version_1/121.png,"The Drawing Machine, Version 1 , 121, ATH, 2024."
DM_V1_122,/art/The_Drawing_Machine/Version_1/122.png,"The Drawing Machine, Version 1 , 122, ATH, 2024."
DM_V1_123,/art/The_Drawing_Machine/Version_1/123.png,"The Drawing Machine, Version 1 , 123, ATH, 2024."
DM_V1_124,/art/The_Drawing_Machine/Version_1/124.png,"The Drawing Machine, Version 1 , 124, ATH, 2024."
DM_V1_125,/art/The_Drawing_Machine/Version_1/125.png,"The Drawing Machine, Version 1 , 125, ATH, 2024."
DM_V1_126,/art/The_Drawing_Machine/Version_1/126.png,"The Drawing Machine, Version 1 , 126, ATH, 2024."
DM_V1_127,/art/The_Drawing_Machine/Version_1/127.png,"The Drawing Machine, Version 1 , 127, ATH, 2024."
DM_V1_128,/art/The_Drawing_Machine/Version_1/128.png,"The Drawing Machine, Version 1 , 128, ATH, 2024."
DM_V1_129,/art/The_Drawing_Machine/Version_1/129.png,"The Drawing Machine, Version 1 , 129, ATH, 2024."
DM_V1_130,/art/The_Drawing_Machine/Version_1/130.png,"The Drawing Machine, Version 1 , 130, ATH, 2024."
DM_V1_131,/art/The_Drawing_Machine/Version_1/131.png,"The Drawing Machine, Version 1 , 131, ATH, 2024."
DM_V1_132,/art/The_Drawing_Machine/Version_1/132.png,"The Drawing Machine, Version 1 , 132, ATH, 2024."
DM_V1_133,/art/The_Drawing_Machine/Version_1/133.png,"The Drawing Machine, Version 1 , 133, ATH, 2024."
DM_V1_134,/art/The_Drawing_Machine/Version_1/134.png,"The Drawing Machine, Version 1 , 134, ATH, 2024."
DM_V1_135,/art/The_Drawing_Machine/Version_1/135.png,"The Drawing Machine, Version 1 , 135, ATH, 2024."
DM_V1_136,/art/The_Drawing_Machine/Version_1/136.png,"The Drawing Machine, Version 1 , 136, ATH, 2024."
DM_V1_137,/art/The_Drawing_Machine/Version_1/137.png,"The Drawing Machine, Version 1 , 137, ATH, 2024."
DM_V1_138,/art/The_Drawing_Machine/Version_1/138.png,"The Drawing Machine, Version 1 , 138, ATH, 2024."
DM_V1_139,/art/The_Drawing_Machine/Version_1/139.png,"The Drawing Machine, Version 1 , 139, ATH, 2024."
DM_V1_140,/art/The_Drawing_Machine/Version_1/140.png,"The Drawing Machine, Version 1 , 140, ATH, 2024."
DM_V1_141,/art/The_Drawing_Machine/Version_1/141.png,"The Drawing Machine, Version 1 , 141, ATH, 2024."
DM_V1_142,/art/The_Drawing_Machine/Version_1/142.png,"The Drawing Machine, Version 1 , 142, ATH, 2024."
DM_V1_143,/art/The_Drawing_Machine/Version_1/143.png,"The Drawing Machine, Version 1 , 143, ATH, 2024."
DM_V1_144,/art/The_Drawing_Machine/Version_1/144.png,"The Drawing Machine, Version 1 , 144, ATH, 2024."
DM_V1_145,/art/The_Drawing_Machine/Version_1/145.png,"The Drawing Machine, Version 1 , 145, ATH, 2024."
DM_V1_146,/art/The_Drawing_Machine/Version_1/146.png,"The Drawing Machine, Version 1 , 146, ATH, 2024."
DM_V1_147,/art/The_Drawing_Machine/Version_1/147.png,"The Drawing Machine, Version 1 , 147, ATH, 2024."
DM_V1_148,/art/The_Drawing_Machine/Version_1/148.png,"The Drawing Machine, Version 1 , 148, ATH, 2024."
DM_V1_149,/art/The_Drawing_Machine/Version_1/149.png,"The Drawing Machine, Version 1 , 149, ATH, 2024."
DM_V1_150,/art/The_Drawing_Machine/Version_1/150.png,"The Drawing Machine, Version 1 , 150, ATH, 2024."
DM_V1_151,/art/The_Drawing_Machine/Version_1/151.png,"The Drawing Machine, Version 1 , 151, ATH, 2024."
DM_V1_152,/art/The_Drawing_Machine/Version_1/152.png,"The Drawing Machine, Version 1 , 152, ATH, 2024."
DM_V1_153,/art/The_Drawing_Machine/Version_1/153.png,"The Drawing Machine, Version 1 , 153, ATH, 2024."
DM_V1_154,/art/The_Drawing_Machine/Version_1/154.png,"The Drawing Machine, Version 1 , 154, ATH, 2024."
DM_V1_155,/art/The_Drawing_Machine/Version_1/155.png,"The Drawing Machine, Version 1 , 155, ATH, 2024."
DM_V1_156,/art/The_Drawing_Machine/Version_1/156.png,"The Drawing Machine, Version 1 , 156, ATH, 2024."
DM_V1_157,/art/The_Drawing_Machine/Version_1/157.png,"The Drawing Machine, Version 1 , 157, ATH, 2024."
DM_V1_158,/art/The_Drawing_Machine/Version_1/158.png,"The Drawing Machine, Version 1 , 158, ATH, 2024."
DM_V1_159,/art/The_Drawing_Machine/Version_1/159.png,"The Drawing Machine, Version 1 , 159, ATH, 2024."
DM_V1_160,/art/The_Drawing_Machine/Version_1/160.png,"The Drawing Machine, Version 1 , 160, ATH, 2024."
DM_V1_161,/art/The_Drawing_Machine/Version_1/161.png,"The Drawing Machine, Version 1 , 161, ATH, 2024."
DM_V1_162,/art/The_Drawing_Machine/Version_1/162.png,"The Drawing Machine, Version 1 , 162, ATH, 2024."
DM_V1_163,/art/The_Drawing_Machine/Version_1/163.png,"The Drawing Machine, Version 1 , 163, ATH, 2024."
DM_V1_164,/art/The_Drawing_Machine/Version_1/164.png,"The Drawing Machine, Version 1 , 164, ATH, 2024."
DM_V1_165,/art/The_Drawing_Machine/Version_1/165.png,"The Drawing Machine, Version 1 , 165, ATH, 2024."
DM_V1_166,/art/The_Drawing_Machine/Version_1/166.png,"The Drawing Machine, Version 1 , 166, ATH, 2024."
DM_V1_167,/art/The_Drawing_Machine/Version_1/167.png,"The Drawing Machine, Version 1 , 167, ATH, 2024."
DM_V1_168,/art/The_Drawing_Machine/Version_1/168.png,"The Drawing Machine, Version 1 , 168, ATH, 2024."
DM_V1_169,/art/The_Drawing_Machine/Version_1/169.png,"The Drawing Machine, Version 1 , 169, ATH, 2024."
DM_V1_170,/art/The_Drawing_Machine/Version_1/170.png,"The Drawing Machine, Version 1 , 170, ATH, 2024."
DM_V1_171,/art/The_Drawing_Machine/Version_1/171.png,"The Drawing Machine, Version 1 , 171, ATH, 2024."
DM_V1_172,/art/The_Drawing_Machine/Version_1/172.png,"The Drawing Machine, Version 1 , 172, ATH, 2024."
DM_V1_173,/art/The_Drawing_Machine/Version_1/173.png,"The Drawing Machine, Version 1 , 173, ATH, 2024."
DM_V1_174,/art/The_Drawing_Machine/Version_1/174.png,"The Drawing Machine, Version 1 , 174, ATH, 2024."
DM_V1_175,/art/The_Drawing_Machine/Version_1/175.png,"The Drawing Machine, Version 1 , 175, ATH, 2024."
DM_V1_176,/art/The_Drawing_Machine/Version_1/176.png,"The Drawing Machine, Version 1 , 176, ATH, 2024."
DM_V1_177,/art/The_Drawing_Machine/Version_1/177.png,"The Drawing Machine, Version 1 , 177, ATH, 2024."
DM_V1_178,/art/The_Drawing_Machine/Version_1/178.png,"The Drawing Machine, Version 1 , 178, ATH, 2024."
DM_V1_179,/art/The_Drawing_Machine/Version_1/179.png,"The Drawing Machine, Version 1 , 179, ATH, 2024."
DM_V1_180,/art/The_Drawing_Machine/Version_1/180.png,"The Drawing Machine, Version 1 , 180, ATH, 2024."
