name,path,caption
DM_V1_181,/art/The_Drawing_Machine/Version_1/181.png,"The Drawing Machine, Version 1 , 181, ATH, 2024."
DM_V1_182,/art/The_Drawing_Machine/Version_1/182.png,"The Drawing Machine, Version 1 , 182, ATH, 2024."
DM_V1_183,/art/The_Drawing_Machine/Version_1/183.png,"The Drawing Machine, Version 1 , 183, ATH, 2024."
DM_V1_184,/art/The_Drawing_Machine/Version_1/184.png,"The Drawing Machine, Version 1 , 184, ATH, 2024."
DM_V1_185,/art/The_Drawing_Machine/Version_1/185.png,"The Drawing Machine, Version 1 , 185, ATH, 2024."
DM_V1_186,/art/The_Drawing_Machine/Version_1/186.png,"The Drawing Machine, Version 1 , 186, ATH, 2024."
DM_V1_187,/art/The_Drawing_Machine/Version_1/187.png,"The Drawing Machine, Version 1 , 187, ATH, 2024."
DM_V1_188,/art/The_Drawing_Machine/Version_1/188.png,"The Drawing Machine, Version 1 , 188, ATH, 2024."
DM_V1_189,/art/The_Drawing_Machine/Version_1/189.png,"The Drawing Machine, Version 1 , 189, ATH, 2024."
DM_V1_190,/art/The_Drawing_Machine/Version_1/190.png,"The Drawing Machine, Version 1 , 190, ATH, 2024."
DM_V1_191,/art/The_Drawing_Machine/Version_1/191.png,"The Drawing Machine, Version 1 , 191, ATH, 2024."
DM_V1_192,/art/The_Drawing_Machine/Version_1/192.png,"The Drawing Machine, Version 1 , 192, ATH, 2024."
DM_V1_193,/art/The_Drawing_Machine/Version_1/193.png,"The Drawing Machine, Version 1 , 193, ATH, 2024."
DM_V1_194,/art/The_Drawing_Machine/Version_1/194.png,"The Drawing Machine, Version 1 , 194, ATH, 2024."
DM_V1_195,/art/The_Drawing_Machine/Version_1/195.png,"The Drawing Machine, Version 1 , 195, ATH, 2024."
DM_V1_196,/art/The_Drawing_Machine/Version_1/196.png,"The Drawing Machine, Version 1 , 196, ATH, 2024."
DM_V1_197,/art/The_Drawing_Machine/Version_1/197.png,"The Drawing Machine, Version 1 , 197, ATH, 2024."
DM_V1_198,/art/The_Drawing_Machine/Version_1/198.png,"The Drawing Machine, Version 1 , 198, ATH, 2024."
DM_V1_199,/art/The_Drawing_Machine/Version_1/199.png,"The Drawing Machine, Version 1 , 199, ATH, 2024."
DM_V1_200,/art/The_Drawing_Machine/Version_1/200.png,"The Drawing Machine, Version 1 , 200, ATH, 2024."
DM_V1_201,/art/The_Drawing_Machine/Version_1/201.png,"The Drawing Machine, Version 1 , 201, ATH, 2024."
DM_V1_202,/art/The_Drawing_Machine/Version_1/202.png,"The Drawing Machine, Version 1 , 202, ATH, 2024."
DM_V1_203,/art/The_Drawing_Machine/Version_1/203.png,"The Drawing Machine, Version 1 , 203, ATH, 2024."
DM_V1_204,/art/The_Drawing_Machine/Version_1/204.png,"The Drawing Machine, Version 1 , 204, ATH, 2024."
DM_V1_205,/art/The_Drawing_Machine/Version_1/205.png,"The Drawing Machine, Version 1 , 205, ATH, 2024."
DM_V1_206,/art/The_Drawing_Machine/Version_1/206.png,"The Drawing Machine, Version 1 , 206, ATH, 2024."
DM_V1_207,/art/The_Drawing_Machine/Version_1/207.png,"The Drawing Machine, Version 1 , 207, ATH, 2024."
DM_V1_208,/art/The_Drawing_Machine/Version_1/208.png,"The Drawing Machine, Version 1 , 208, ATH, 2024."
DM_V1_209,/art/The_Drawing_Machine/Version_1/209.png,"The Drawing Machine, Version 1 , 209, ATH, 2024."
DM_V1_210,/art/The_Drawing_Machine/Version_1/210.png,"The Drawing Machine, Version 1 , 210, ATH, 2024."
DM_V1_211,/art/The_Drawing_Machine/Version_1/211.png,"The Drawing Machine, Version 1 , 211, ATH, 2024."
DM_V1_212,/art/The_Drawing_Machine/Version_1/212.png,"The Drawing Machine, Version 1 , 212, ATH, 2024."
DM_V1_213,/art/The_Drawing_Machine/Version_1/213.png,"The Drawing Machine, Version 1 , 213, ATH, 2024."
DM_V1_214,/art/The_Drawing_Machine/Version_1/214.png,"The Drawing Machine, Version 1 , 214, ATH, 2024."
DM_V1_215,/art/The_Drawing_Machine/Version_1/215.png,"The Drawing Machine, Version 1 , 215, ATH, 2024."
DM_V1_216,/art/The_Drawing_Machine/Version_1/216.png,"The Drawing Machine, Version 1 , 216, ATH, 2024."
DM_V1_217,/art/The_Drawing_Machine/Version_1/217.png,"The Drawing Machine, Version 1 , 217, ATH, 2024."
DM_V2_001,/art/The_Drawing_Machine/Version_2/001.png,"The Drawing Machine, Version 2 , ATH, 2024."
DM_V2_002,/art/The_Drawing_Machine/Version_2/002.png,"The Drawing Machine, Version 2 , ATH, 2024."
DM_V2_003,/art/The_Drawing_Machine/Version_2/003.png,"The Drawing Machine, Version 2 , ATH, 2024."
DM_V2_004,/art/The_Drawing_Machine/Version_2/004.png,"The Drawing Machine, Version 2 , ATH, 2024."
DM_V2_005,/art/The_Drawing_Machine/Version_2/005.png,"The Drawing Machine, Version 2 , ATH, 2024."
DM_V2_006,/art/The_Drawing_Machine/Version_2/006.png,"The Drawing Machine, Version 2 , ATH, 2024."
DM_V2_007,/art/The_Drawing_Machine/Version_2/007.png,"The Drawing Machine, Version 2 , ATH, 2024."
DM_V2_008,/art/The_Drawing_Machine/Version_2/008.png,"The Drawing Machine, Version 2 , ATH, 2024."
DM_V3_001,/art/The_Drawing_Machine/Version_3/001.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_002,/art/The_Drawing_Machine/Version_3/002.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_003,/art/The_Drawing_Machine/Version_3/003.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_004,/art/The_Drawing_Machine/Version_3/004.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_005,/art/The_Drawing_Machine/Version_3/005.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_006,/art/The_Drawing_Machine/Version_3/006.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_007,/art/The_Drawing_Machine/Version_3/007.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_008,/art/The_Drawing_Machine/Version_3/008.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_009,/art/The_Drawing_Machine/Version_3/009.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_010,/art/The_Drawing_Machine/Version_3/010.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_011,/art/The_Drawing_Machine/Version_3/011.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_012,/art/The_Drawing_Machine/Version_3/012.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_013,/art/The_Drawing_Machine/Version_3/013.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_014,/art/The_Drawing_Machine/Version_3/014.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_015,/art/The_Drawing_Machine/Version_3/015.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_016,/art/The_Drawing_Machine/Version_3/016.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_017,/art/The_Drawing_Machine/Version_3/017.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_018,/art/The_Drawing_Machine/Version_3/018.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_019,/art/The_Drawing_Machine/Version_3/019.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_020,/art/The_Drawing_Machine/Version_3/020.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_021,/art/The_Drawing_Machine/Version_3/021.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V3_022,/art/The_Drawing_Machine/Version_3/022.png,"The Drawing Machine, Version 3 , ATH, 2024."
DM_V4_001,/art/The_Drawing_Machine/Version_4/001.png,"The Drawing Machine, Version 4 , ATH, 2024."
DM_V4_002,/art/The_Drawing_Machine/Version_4/002.png,"The Drawing Machine, Version 4 , ATH, 2024."
DM_V5_001,/art/The_Drawing_Machine/Version_5/001.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_002,/art/The_Drawing_Machine/Version_5/002.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_003,/art/The_Drawing_Machine/Version_5/003.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_004,/art/The_Drawing_Machine/Version_5/004.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_005,/art/The_Drawing_Machine/Version_5/005.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_006,/art/The_Drawing_Machine/Version_5/006.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_007,/art/The_Drawing_Machine/Version_5/007.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_008,/art/The_Drawing_Machine/Version_5/008.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_009,/art/The_Drawing_Machine/Version_5/009.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_010,/art/The_Drawing_Machine/Version_5/010.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_011,/art/The_Drawing_Machine/Version_5/011.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_012,/art/The_Drawing_Machine/Version_5/012.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_013,/art/The_Drawing_Machine/Version_5/013.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_014,/art/The_Drawing_Machine/Version_5/014.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_015,/art/The_Drawing_Machine/Version_5/015.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_016,/art/The_Drawing_Machine/Version_5/016.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_017,/art/The_Drawing_Machine/Version_5/017.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_018,/art/The_Drawing_Machine/Version_5/018.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_019,/art/The_Drawing_Machine/Version_5/019.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_020,/art/The_Drawing_Machine/Version_5/020.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_021,/art/The_Drawing_Machine/Version_5/021.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_022,/art/The_Drawing_Machine/Version_5/022.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_023,/art/The_Drawing_Machine/Version_5/023.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_024,/art/The_Drawing_Machine/Version_5/024.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_025,/art/The_Drawing_Machine/Version_5/025.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_026,/art/The_Drawing_Machine/Version_5/026.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_027,/art/The_Drawing_Machine/Version_5/027.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_028,/art/The_Drawing_Machine/Version_5/028.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_029,/art/The_Drawing_Machine/Version_5/029.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_030,/art/The_Drawing_Machine/Version_5/030.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_031,/art/The_Drawing_Machine/Version_5/031.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_032,/art/The_Drawing_Machine/Version_5/032.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_033,/art/The_Drawing_Machine/Version_5/033.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_034,/art/The_Drawing_Machine/Version_5/034.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_035,/art/The_Drawing_Machine/Version_5/035.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_036,/art/The_Drawing_Machine/Version_5/036.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_037,/art/The_Drawing_Machine/Version_5/037.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_038,/art/The_Drawing_Machine/Version_5/038.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_039,/art/The_Drawing_Machine/Version_5/039.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_040,/art/The_Drawing_Machine/Version_5/040.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_041,/art/The_Drawing_Machine/Version_5/041.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_042,/art/The_Drawing_Machine/Version_5/042.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_043,/art/The_Drawing_Machine/Version_5/043.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_044,/art/The_Drawing_Machine/Version_5/044.png,"The Drawing Machine, Version 5 , ATH, 2024."
DM_V5_045,/art/The_Drawing_Machine/Version_5/045.png,"The Drawing Machine, Version 5 , ATH, 2024."
MTU_001,/art/Mixing_Things_Up/001.png,"Mixing Things Up , ATH, 2024."
MTU_002,/art/Mixing_Things_Up/002.png,"Mixing Things Up , ATH, 2024."
MTU_003,/art/Mixing_Things_Up/003.png,"Mixing Things Up , ATH, 2024."
MTU_004,/art/Mixing_Things_Up/004.png,"Mixing Things Up , ATH, 2024."
MTU_005,/art/Mixing_Things_Up/005.png,"Mixing Things Up , ATH, 2024."
MTU_006,/art/Mixing_Things_Up/006.png,"Mixing Things Up , ATH, 2024."
MTU_007,/art/Mixing_Things_Up/007.png,"Mixing Things Up , ATH, 2024."
MTU_008,/art/Mixing_Things_Up/008.png,"Mixing Things Up , ATH, 2024."
MTU_009,/art/Mixing_Things_Up/009.png,"Mixing Things Up , ATH, 2024."
MTU_010,/art/Mixing_Things_Up/010.png,"Mixing Things Up , ATH, 2024."
MTU_011,/art/Mixing_Things_Up/011.png,"Mixing Things Up , ATH, 2024."
MTU_012,/art/Mixing_Things_Up/012.png,"Mixing Things Up , ATH, 2024."
MTU_013,/art/Mixing_Things_Up/013.png,"Mixing Things Up , ATH, 2024."
MTU_014,/art/Mixing_Things_Up/014.png,"Mixing Things Up , ATH, 2024."
MTU_015,/art/Mixing_Things_Up/015.png,"Mixing Things Up , ATH, 2024."
MTU_016,/art/Mixing_Things_Up/016.png,"Mixing Things Up , ATH, 2024."
MTU_017,/art/Mixing_Things_Up/017.png,"Mixing Things Up , ATH, 2024."
MTU_018,/art/Mixing_Things_Up/018.png,"Mixing Things Up , ATH, 2024."
